"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","113/3909","403/18986",0.280397022332506,1.36188740496418,3.73894215674464,0.00019090778168059,0.0083707759273003,0.00723021357373637,"ACSL5/AKT1/ATAD5/ATF3/BAD/BAX/BBC3/BCL2/BCL2L11/BCL2L2/BCLAF1/BDKRB2/BIRC6/BMP4/BOK/CLU/CTSC/CTSL/CTSS/CX3CL1/CYLD/DAB2IP/DDIT3/EIF2AK3/EIF5A/ELL3/FAIM2/FASLG/FBH1/FBXO7/FBXW7/FIS1/FLCN/GATA4/GPER1/GPX1/GSTP1/HERPUD1/HIF1A/HSPA1A/HSPA1B/HSPB1/IER3/IL1B/IL7/ITGA6/IVNS1ABP/JAK2/LMNA/LRRK2/LTBR/MAPK7/MAPK8IP2/MARCHF7/MAZ/MEIS3/MMP2/MMP9/MNT/MSX1/MUC1/NACC2/NCK1/NFATC4/NGFR/NOL3/NUPR1/PCGF2/PELI3/PF4/PHIP/PIAS4/PIH1D1/PINK1/PLEKHF1/PML/PRDX2/PSME3/PTGS2/PTPN1/PTPN2/PTPRC/PYCARD/PYCR1/QARS1/RB1/RB1CC1/RBCK1/RELA/RRM2B/S100A9/SELENOS/SERPINE1/SLC25A6/SOD2/STK4/STX4/TAF6/TLR4/TLR6/TMBIM6/TMEM161A/TNFSF10/TNFSF12/TNFSF15/TRAF2/TRAF7/UBQLN1/USP15/VNN1/WNT16/XBP1/ZNF385A",113
"GO:0010212","GO:0010212","response to ionizing radiation","48/3909","143/18986",0.335664335664336,1.63032056201665,3.85243338618348,0.000194253334181922,0.00845872794499762,0.00730618166531061,"ALAD/ATM/ATR/BABAM1/BABAM2/BAX/BBC3/BCL2/BRAT1/BRCA2/CASP3/CCL7/CCND2/CLK2/COP1/CXCL10/CYP2R1/DCLRE1C/ECT2/EEF1D/EGR1/ERCC1/FBXO4/GATA3/GPX1/HRAS/HSF1/IFI16/INTS3/INTS7/MAPK14/MTA1/NABP1/NET1/PML/PRKDC/PTPRC/RAD51AP1/RNF168/SOD2/STK11/TANK/TGFB1/TMEM109/TNKS1BP1/USP28/XRCC4/XRCC5",48
"GO:0099022","GO:0099022","vesicle tethering","16/3909","32/18986",0.5,2.42849833717063,4.11798688117824,0.000202375757659833,0.00875205845112456,0.00755954434344337,"EXOC1/EXOC2/EXOC4/EXOC6/FAM91A1/STARD3/STARD3NL/TBC1D23/TRAPPC10/TRAPPC11/TRAPPC13/TRAPPC4/TRAPPC5/TRAPPC8/TRIP11/WDR11",16
"GO:0032490","GO:0032490","detection of molecule of bacterial origin","9/3909","13/18986",0.692307692307692,3.36253615915934,4.33873180626108,0.000208875730963696,0.00891109030611336,0.00769690726972198,"C4B/LBP/LY96/NR4A1/SSC5D/TLR1/TLR2/TLR4/TLR6",9
"GO:1900103","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","9/3909","13/18986",0.692307692307692,3.36253615915934,4.33873180626108,0.000208875730963696,0.00891109030611336,0.00769690726972198,"ATF6/BAX/BBC3/BCL2L11/BOK/DAB2IP/PTPN1/PTPN2/TMEM33",9
"GO:1901873","GO:1901873","regulation of post-translational protein modification","76/3909","253/18986",0.300395256916996,1.45901876383374,3.74255077939464,0.000221987185649033,0.00931569454470404,0.00804638204759876,"ABCA2/AKT1/ARRDC3/ATG5/AXIN1/BEX2/BEX3/BIRC3/COPS6/COPS7A/CRTAP/CUL3/DAXX/DERL1/DNAJB2/EGR1/FANCM/FBXO2/FBXO33/FBXO4/FBXO5/FBXW7/FLCN/FZR1/GABARAP/GPS1/GPS2/HAMP/HDAC3/HERPUD1/HIF1A/HMG20B/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/IVNS1ABP/LAPTM5/LIMK1/LRRK2/MALT1/MARCHF7/MTA1/MYCBP2/NOP53/OGT/PARP10/PELI1/PHF23/PIAS1/PIAS4/PINK1/PINX1/PLAA/PRKCE/PRMT3/RASD2/RASSF1/RASSF5/RBCK1/RELA/RIPK2/RNF111/RWDD3/SKP2/SMAD7/SPOPL/TANK/TCF25/TOLLIP/UBE2S/UBE3A/UBQLN1/UBXN1/UFL1/VPS28",76
"GO:0008360","GO:0008360","regulation of cell shape","47/3909","140/18986",0.335714285714286,1.63056316924314,3.81297267772156,0.000224261256065096,0.00931569454470404,0.00804638204759876,"ARHGAP15/ARHGAP18/ATP10A/BAIAP2/BRWD1/CCL2/CCL7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDC42SE2/CFAP410/COCH/DAG1/DAPK3/EPB41L3/EPB42/ERMN/FES/FGD1/FGD6/HEXB/ITGA7/LST1/MKLN1/MYH14/MYH9/PALM/PALM3/PDPN/PEAK3/PHIP/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PRPF40A/PTK2B/RASA1/SEMA3E/SEMA4A/SEMA4D/SYNE3/TAOK2/VEGFA",47
"GO:0043547","GO:0043547","positive regulation of GTPase activity","47/3909","140/18986",0.335714285714286,1.63056316924314,3.81297267772156,0.000224261256065096,0.00931569454470404,0.00804638204759876,"ABR/ADAP1/ADCYAP1/AGRN/APC2/ARAP2/ARHGEF7/ASAP1/CORO1C/CXCL13/DENND1B/DOCK10/DOCK11/DOCK8/DOCK9/DVL2/DVL3/ECT2/EVI5L/EZH2/F2RL1/GPR65/HRAS/ITGA6/MTSS2/NET1/PIN1/RALBP1/RALGAPA1/RALGAPA2/RALGAPB/RANGAP1/RAP1GDS1/RAPGEF3/RAPGEF6/RASGRP1/RGP1/RGS1/RGS8/RIC1/SCRIB/SEMA4D/SNX13/SYDE1/TAX1BP3/TGM2/TSC2",47
"GO:0046328","GO:0046328","regulation of JNK cascade","47/3909","140/18986",0.335714285714286,1.63056316924314,3.81297267772156,0.000224261256065096,0.00931569454470404,0.00804638204759876,"AXIN1/CARD9/CCDC88C/CCR7/CYLD/DAB2IP/DUSP19/DVL2/DVL3/EDN1/F2RL1/FKTN/FZD7/GADD45G/GPS2/GSTP1/HDAC3/HRAS/IL1B/LTBR/MAP2K4/MAP2K7/MAP3K10/MAP3K11/MAP3K5/MAPK8IP2/MAPK8IP3/MAPKBP1/MARVELD3/MDFIC2/MECOM/MFHAS1/MINK1/NAIP/PINK1/PTK2B/PYCARD/RASSF2/RB1CC1/RIPK2/RNF13/SLAMF1/TAOK2/TLR4/TRAF2/ULK4/WNT16",47
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","25/3909","61/18986",0.409836065573771,1.99057240751691,3.94560739112713,0.000226885901259061,0.00936312144150137,0.00808734677965733,"ADAM17/AGPAT1/AXL/C1QTNF4/CASP4/CSF1/CXCR4/EDN1/GFI1/HIF1A/HSPA1A/HSPA1B/IL7/IRF3/IRF7/LAPTM5/NLRC5/PARP14/RIPK2/TRAF2/TRIM41/TRIM56/TXK/USP27X/ZBP1",25
"GO:0071621","GO:0071621","granulocyte chemotaxis","44/3909","129/18986",0.341085271317829,1.65665002845749,3.81042300550894,0.000235151918254533,0.00964122864843584,0.00832756041337481,"ADGRE2/BSG/CCL18/CCL2/CCL7/CCR7/CSF1/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/EDN1/IL17RC/IL1B/ITGA1/JAML/LBP/MAPK3/MPP1/NCKAP1L/PDE4B/PF4/PIK3CG/PIKFYVE/PIP5K1C/PPBP/PTPRJ/RIPOR2/S100A9/SLAMF1/SRP54/SYK/THBS4/TNFAIP6/TREM1/VEGFA",44
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","21/3909","48/18986",0.4375,2.1249360450243,3.97339795307771,0.00024159050844425,0.00977822096357049,0.00844588680330406,"BRD2/BRD4/CD69/CD86/GATA3/HLA-DRA/HLA-DRB1/HLX/IRF4/JUNB/LGALS1/MALT1/NFKBIZ/RARA/RC3H1/RIPK2/SHB/SMAD7/TBX21/TNFSF4/ZBTB7B",21
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","21/3909","48/18986",0.4375,2.1249360450243,3.97339795307771,0.00024159050844425,0.00977822096357049,0.00844588680330406,"BRD2/BRD4/CD28/CD55/CD83/CD86/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/MALT1/NCKAP1L/NFKBIZ/PRKCQ/RARA/RIPK2/SHB/TGFBR2/TNFSF4/ZBTB7B",21
"GO:0002440","GO:0002440","production of molecular mediator of immune response","70/3909","230/18986",0.304347826086957,1.47821637914734,3.71534306321143,0.00025274429163429,0.010086296477435,0.00871198540412963,"ARG1/ARID5A/ATAD5/ATG5/AXL/B2M/CARD9/CCR2/CCR6/CD226/CD28/CD55/CD86/CD96/CLEC7A/CR1/CUEDC2/CYREN/DENND1B/DNAJB9/ERCC1/F2RL1/FCRL3/FZD5/GATA3/HLA-F/IL1B/IRAK3/KMT5C/LAPTM5/MALT1/MAP3K7/MAPKAPK2/MMP7/MSH3/MZB1/NBN/NFKBIZ/PARP3/PKN1/PKP3/PRKDC/PTPRC/PYCARD/RIPK2/RNF168/SLAMF1/SLC15A4/SLC7A5/SMAD7/SPHK2/STX4/SUPT6H/SYK/TBX21/TCF3/TFRC/TGFB1/TGFB3/TLR4/TMBIM6/TNFSF13/TNFSF4/TRAF2/TREM1/TRIL/TRPM4/UBE2J1/XBP1/XRCC4",70
"GO:0072698","GO:0072698","protein localization to microtubule cytoskeleton","24/3909","58/18986",0.413793103448276,2.00979172731363,3.92169766952957,0.000252833391827655,0.010086296477435,0.00871198540412963,"ABHD17A/ABHD17C/AURKA/CCDC14/CEP131/CEP192/CEP350/CEP72/CEP83/DCTN2/DISC1/DVL1/FAM83D/GAS2L1/KIF20B/MAP1A/MAPRE3/MID1/NUMA1/NUP62/PIBF1/RAB11FIP3/SNX10/SPAG5",24
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","72/3909","238/18986",0.302521008403361,1.46934353173349,3.71007348437317,0.000253994478921787,0.010086296477435,0.00871198540412963,"AGTPBP1/AKT1/ALAD/APOE/ATP5IF1/AURKA/AXIN1/BAG6/CLU/COP1/CSNK1A1/CSNK2B/CTSC/DAB2IP/DDRGK1/DISC1/DNAJB2/DVL1/ELOB/FBXW7/FZR1/GABARAP/GIPC1/GLMN/GPX1/HAMP/HERPUD1/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/KEAP1/LAPTM5/LRRK2/MAP1A/MARCHF7/NOP53/NUPR1/OGT/PHF20L1/PIAS1/PINK1/PKD1/PML/PSMC3/PSMC5/PSME3/PTK2B/PYHIN1/RAD23A/RHBDF1/RNF139/RYBP/SGTA/SHH/SMAD7/TF/TMEM168/TMEM259/TMX1/TRAF7/TRIB1/UBE3A/UBQLN1/UBQLN4/UBXN1/UFL1/USP19/USP25/USP38/USP5/XBP1",72
"GO:0060326","GO:0060326","cell chemotaxis","94/3909","328/18986",0.286585365853659,1.39194416886609,3.64593778634564,0.000282417109646728,0.011144885189434,0.00962633582289275,"ACKR2/ADAM17/ADGRE2/ALOX5/ANO6/BCAR1/BIN2/BSG/CCL18/CCL2/CCL7/CCR1/CCR10/CCR2/CCR6/CCR7/CCRL2/CH25H/CORO1B/CSF1/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/CYP7B1/DDT/EDN1/EGR3/F2RL1/FPR2/GPR183/HBEGF/HRG/HSD3B7/HSPB1/IL17RC/IL1B/ITGA1/JAML/KLRK1/LBP/LEF1/LOX/LYN/LYST/MAPK3/MMP2/MPP1/NBL1/NCKAP1L/NEDD9/NR4A1/PDE4B/PDGFB/PF4/PIK3CG/PIKFYVE/PIP5K1C/PLEC/PLEKHG5/PLXNB3/PPBP/PRKCQ/PTK2B/PTPRJ/PTPRO/RAB13/RIPOR2/S100A9/S1PR1/SERPINE1/SLAMF1/SLC12A2/SLC8B1/SRP54/STAP1/SYK/THBS4/TNFAIP6/TREM1/TRPM4/VEGFA/VEGFB/ZNF580",94
"GO:0001865","GO:0001865","NK T cell differentiation","8/3909","11/18986",0.727272727272727,3.53236121770274,4.27771427154341,0.000289734463215215,0.0112737383004507,0.00973763201817769,"AP3B1/AP3D1/FOSL2/ITK/PRDM1/TGFBR2/TOX/ZBTB7B",8
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","69/3909","227/18986",0.303964757709251,1.47635581731078,3.67637859355702,0.00028996204599558,0.0112737383004507,0.00973763201817769,"AP1G1/APBB1IP/ATAD5/BRD2/BRD4/CCR6/CD180/CD19/CD28/CD46/CD69/CD86/CLEC4D/CR1/DDRGK1/DLL1/DOCK10/DOCK11/ENTPD7/ERCC1/F2RL1/FCGR3A/GATA3/GPR183/HLA-DRA/HLA-DRB1/HLA-F/HLX/IFNG/IRF4/ITGAL/JUNB/KMT5C/LCP1/LEF1/LFNG/LGALS1/MALT1/MTOR/NBN/NCKAP1L/NFKBIZ/NKG7/PARP3/PGLYRP3/PLCL2/PTK2B/PTPRC/RARA/RC3H1/RIPK2/RNF168/SEMA4A/SHB/SLAMF6/SLC15A4/SMAD7/ST3GAL1/STAT4/SUPT6H/TBX21/TFRC/TGFB1/TLR4/TNFSF13/TNFSF4/XBP1/ZBTB7B/ZFPM1",69
"GO:0050769","GO:0050769","positive regulation of neurogenesis","74/3909","247/18986",0.299595141700405,1.45513260688767,3.66601206726417,0.000291038856980277,0.0112737383004507,0.00973763201817769,"ACAN/ANAPC2/ASPM/BAIAP2/BCL11A/BIN1/BMP2/CDH4/CX3CL1/CXCR4/DAG1/DBN1/DICER1/DISC1/ELL3/FOXG1/FXR2/GDI1/GFAP/GJC2/GPER1/HAPLN3/HES1/HIF1A/ID2/IFNG/IL1B/ISLR2/L1CAM/LIMK1/LYN/MAN2A1/MAP2K2/MAP6/MEGF8/MME/MTOR/NKX6-2/NTN1/NUMBL/OBSL1/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PTPRD/RELA/RND2/RNF112/SEMA4D/SERPINE2/SHANK3/SHH/SHOX2/SLC7A5/SMARCD3/SOX11/SOX8/SRF/SRRT/STK11/STK25/TBC1D24/TENM4/TGFB1/TGM2/TLR2/TP73/TWF2/UFL1/VCAN/VEGFA/WDR62/XRCC5",74
"GO:0046330","GO:0046330","positive regulation of JNK cascade","35/3909","97/18986",0.360824742268041,1.75252457321592,3.78340417260248,0.000296140561899233,0.0114014116331205,0.0098479091861356,"AXIN1/CARD9/CCDC88C/CCR7/DAB2IP/DUSP19/DVL2/DVL3/EDN1/F2RL1/FZD7/GADD45G/HRAS/IL1B/LTBR/MAP2K4/MAP2K7/MAP3K10/MAP3K11/MAP3K5/MAPK8IP3/MAPKBP1/MFHAS1/MINK1/NAIP/PTK2B/PYCARD/RASSF2/RB1CC1/RIPK2/RNF13/SLAMF1/TAOK2/TLR4/WNT16",35
"GO:0007052","GO:0007052","mitotic spindle organization","45/3909","134/18986",0.335820895522388,1.63108097272654,3.7328405432157,0.000299023382032428,0.0114123498549198,0.00985735701754493,"AAAS/ANKRD53/AURKA/BORA/CCDC61/CCSAP/CENPE/CEP192/CHMP1A/CHMP2A/CHMP4A/CHMP4C/CLASP2/DCTN1/DCTN2/EML3/HSPA1A/HSPA1B/ILK/INCENP/INTS13/KIF3B/KIFC2/MAP10/MAP1S/MAP4/MYBL2/NUDC/NUF2/NUMA1/NUP62/PARP3/PCNT/PIBF1/PKD1/PLK2/RIPOR2/SPICE1/STMN1/SUN2/TACC2/TNKS/TUBG1/WDR62/ZNF207",45
"GO:0042176","GO:0042176","regulation of protein catabolic process","105/3909","374/18986",0.280748663101604,1.36359532301025,3.61608171444287,0.00030003960657534,0.0114123498549198,0.00985735701754493,"ABCA2/AKT1/ALAD/APOE/ATG7/AURKA/AXIN1/BAG6/CDH1/CLU/COP1/CSNK1A1/CSNK2B/DAB2IP/DDRGK1/DNAJB2/DTL/DVL1/EGLN2/ELOB/FAM83D/FBXL5/FBXO2/FBXW7/FZR1/GABARAP/GFAP/GGA1/GIPC1/GLMN/GPX1/HAMP/HERPUD1/HGS/HMGCR/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/IDE/IER3/IFNG/IL1B/IRAK3/KEAP1/LRRK2/MAP1A/MARCHF7/MGAT3/MYCBP2/NEDD4/NOP53/NUPR1/OAZ3/ODC1/OGT/PACSIN3/PHF20L1/PIAS1/PIN1/PINK1/PKD1/PLK2/PPP2R3A/PSMC3/PSMC5/PSME3/RAD23A/RELA/RGMA/RGP1/RHBDD1/RHBDD3/RHBDF1/RIC1/RNF19A/RNF41/RYBP/SERPINE2/SGTA/SHH/SMAD7/SNRNP70/SNX12/SNX33/SORL1/STX5/TF/TIMP2/TMEM259/TMX1/TNFSF12/TRIB1/TSPAN5/UBQLN1/UBQLN4/UBR3/UBXN1/UFL1/USP19/USP25/USP38/USP5/VPS28/XBP1",105
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway","58/3909","184/18986",0.315217391304348,1.53100982125975,3.68544648618342,0.000305363848030925,0.0115453133920195,0.00997220357168751,"ABHD17A/AKT1/BANF1/BIRC3/CACTIN/CARD8/CSNK1A1/DAB2IP/DDX60/F2RL1/FCRL3/FLOT1/GBP5/GDI1/GFI1/GPATCH3/GPS2/GRAMD4/HSPA1A/HSPA1B/IFI16/IFI35/IRAK3/IRF1/IRF4/IRF7/LBP/LRCH4/LYN/MAP3K7/MAPK8/MFHAS1/NFKBIL1/NOP53/NR1D1/OASL/OGT/PELI1/PRKDC/PTPRS/RIOK3/S100A9/SLC15A2/SLC15A3/SLC15A4/SMPDL3A/SPSB3/TAB1/TAX1BP1/TLR1/TLR4/TLR6/TRIM11/UBQLN1/USP15/USP50/ZCCHC3/ZDHHC12",58
"GO:0032386","GO:0032386","regulation of intracellular transport","80/3909","272/18986",0.294117647058824,1.42852843362978,3.62461139477868,0.000323534177801822,0.0121594928490518,0.0105026978395441,"AAAS/ABCA2/AKAP5/ALKBH5/ANP32B/ARHGAP1/B3GAT3/BAG3/BMP4/BRSK2/CAMK1/CAPN10/CDH1/CEP131/DERL3/DHX9/ECT2/EDEM1/EFCAB7/EHD1/EHD2/EMD/ERLEC1/GAS1/HDAC3/ICE1/IER3/IFNG/IL1B/INSIG1/JAK2/JUP/KIF20B/LCP1/LRRK2/MAP2K2/MAPK14/MAPK3/MTMR4/NEDD4/NEFH/NUMA1/NUP58/NUS1/OAZ3/PCNT/PDCD10/PIK3R2/PTGS2/PTPN1/PTPN11/RAB11B/RAB11FIP3/RAB29/RANGAP1/RAPGEF3/RBM10/REEP2/RINT1/RIPOR1/RNF139/SCFD1/SEC24B/SEPTIN8/SHH/SLC51B/SNX12/SORL1/SPAG5/STK11/SUPT6H/TGFB1/THOC2/TRIM28/UBE2J1/UBR5/VAMP2/XBP1/XPO4/ZPR1",80
"GO:0022604","GO:0022604","regulation of cell morphogenesis","74/3909","248/18986",0.298387096774194,1.4492651366986,3.62616540271665,0.00033247629516612,0.0124216291578632,0.0107291166942116,"ANAPC2/ARC/ARHGAP15/ARHGAP18/ARHGEF7/ATP10A/BAIAP2/BCL11A/BCL9L/BRWD1/CCL2/CCL7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDC42SE2/CFAP410/COCH/CORO1B/CORO1C/CPNE5/CXCR4/DAG1/DAPK3/DBN1/DLG4/DVL1/DVL2/DVL3/ENPP2/EPB41L3/EPB42/ERMN/FES/FGD1/FGD6/HEXB/ITGA7/LARP4/LST1/MKLN1/MPL/MYH14/MYH9/OBSL1/PALM/PALM3/PDPN/PEAK3/PHIP/PLAA/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PRKDC/PRPF40A/PTK2B/PTPRD/RASA1/RREB1/SEMA3E/SEMA4A/SEMA4D/SYNE3/SYT17/TAOK2/TBC1D24/UNC13A/VEGFA/ZMYM3/ZMYM6",74
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","97/3909","342/18986",0.283625730994152,1.37756923219621,3.58773841874069,0.000339890173907808,0.0125500968307245,0.010840079969322,"ADSS1/ASIC2/ATM/ATP1A2/ATR/BABAM2/BAD/BAG3/BAX/BBC3/BDKRB2/BRCA2/CASP3/CASP5/CASP8/CCND2/CRIP1/DAG1/ECT2/EEF1D/EFHD1/EGR1/ERCC1/ERCC4/FBXO4/FBXW7/GATA3/GNA11/GPR52/GRK1/HABP4/HRAS/HSF1/HYAL1/IFI16/IL1B/INTS7/IRF1/LRRC8C/LRRC8D/LTBR/MAP2K4/MAP3K1/MAP3K2/MAPK14/MAPK3/MAPK8/MC1R/MME/MMP1/MMP2/MMP3/MMP9/MTOR/NEDD4/NET1/NEUROD2/NFATC4/NFKB1/NLK/NSMF/PALM/PIEZO1/PLEC/POLD3/POLH/POLK/PTGS2/PTPRK/PYCARD/RAB11B/RAB11FIP5/RAD51AP1/RHBDD1/RUVBL2/SCNN1D/SCX/SIPA1/SLC12A6/SLC25A23/SLC2A4/SLC38A2/SLC9A1/STK11/TANK/TGFB1/TLR4/TLR5/TLR8/TMEM109/TMEM161A/TMEM87A/TNKS1BP1/TP53INP1/USP15/USP28/XRCC5",97
"GO:0104004","GO:0104004","cellular response to environmental stimulus","97/3909","342/18986",0.283625730994152,1.37756923219621,3.58773841874069,0.000339890173907808,0.0125500968307245,0.010840079969322,"ADSS1/ASIC2/ATM/ATP1A2/ATR/BABAM2/BAD/BAG3/BAX/BBC3/BDKRB2/BRCA2/CASP3/CASP5/CASP8/CCND2/CRIP1/DAG1/ECT2/EEF1D/EFHD1/EGR1/ERCC1/ERCC4/FBXO4/FBXW7/GATA3/GNA11/GPR52/GRK1/HABP4/HRAS/HSF1/HYAL1/IFI16/IL1B/INTS7/IRF1/LRRC8C/LRRC8D/LTBR/MAP2K4/MAP3K1/MAP3K2/MAPK14/MAPK3/MAPK8/MC1R/MME/MMP1/MMP2/MMP3/MMP9/MTOR/NEDD4/NET1/NEUROD2/NFATC4/NFKB1/NLK/NSMF/PALM/PIEZO1/PLEC/POLD3/POLH/POLK/PTGS2/PTPRK/PYCARD/RAB11B/RAB11FIP5/RAD51AP1/RHBDD1/RUVBL2/SCNN1D/SCX/SIPA1/SLC12A6/SLC25A23/SLC2A4/SLC38A2/SLC9A1/STK11/TANK/TGFB1/TLR4/TLR5/TLR8/TMEM109/TMEM161A/TMEM87A/TNKS1BP1/TP53INP1/USP15/USP28/XRCC5",97
"GO:0051962","GO:0051962","positive regulation of nervous system development","86/3909","297/18986",0.28956228956229,1.40640307741868,3.59437056512714,0.000347815337158239,0.0127680583652158,0.0110283430955743,"ACAN/AGRN/ANAPC2/ASIC2/ASPM/BAIAP2/BCL11A/BIN1/BMP2/CDH4/CLSTN1/CX3CL1/CXCR4/DAG1/DBN1/DICER1/DISC1/DLG5/ELL3/FOXG1/FXR2/GDI1/GFAP/GJC2/GPER1/HAPLN3/HES1/HIF1A/ID2/IFNG/IL1B/IL1RAP/IQSEC2/ISLR2/L1CAM/LIMK1/LRRC4B/LRRN3/LYN/MAN2A1/MAP2K2/MAP6/MEGF8/MME/MTOR/NKX6-2/NLGN2/NTN1/NUMBL/OBSL1/OXT/OXTR/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PTPRD/RELA/RND2/RNF112/SEMA4A/SEMA4D/SERPINE2/SHANK3/SHH/SHOX2/SLC7A5/SMARCD3/SOX11/SOX8/SRF/SRRT/STK11/STK25/TBC1D24/TENM4/TGFB1/TGM2/TLR2/TP73/TWF2/UFL1/VCAN/VEGFA/WDR62/XRCC5",86
"GO:0099068","GO:0099068","postsynapse assembly","32/3909","87/18986",0.367816091954023,1.78648153538989,3.74377218475251,0.000355978187569011,0.0129921750075765,0.0112219226637971,"ABI3/ARHGAP33/ARHGEF15/ASIC2/C1QL3/CARMIL3/CASKIN1/CC2D1A/CSMD2/CYFIP2/DOCK10/ELMO1/IL1RAP/LRFN4/LRRC4B/LZTS1/NEDD8/NLGN2/NRXN2/PPP1R9B/PTK2B/PTPN1/PTPRD/PTPRS/S1PR2/SEMA4C/SHANK3/SLC12A5/TRIM47/UBE2M/ZDHHC12/ZDHHC8",32
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","59/3909","189/18986",0.312169312169312,1.51620531103775,3.63153110562951,0.000361484815407399,0.0130094007196776,0.0112368012818047,"AKT1/ATAD5/BAD/BAX/BBC3/BCL2/BCL2L11/BCLAF1/BDKRB2/BOK/CLU/CYLD/DDIT3/EIF2AK3/EIF5A/ELL3/FBH1/FBXO7/FBXW7/FIS1/FLCN/GATA4/GPX1/HERPUD1/HIF1A/HSPA1A/HSPB1/IVNS1ABP/LRRK2/MAPK7/MARCHF7/MMP2/MMP9/MSX1/MUC1/NACC2/NCK1/NOL3/NUPR1/PIAS4/PINK1/PLEKHF1/PTGS2/PTPN1/PTPN2/PYCARD/PYCR1/RRM2B/S100A9/SELENOS/SOD2/TAF6/TMBIM6/TMEM161A/UBQLN1/USP15/VNN1/XBP1/ZNF385A",59
"GO:0044380","GO:0044380","protein localization to cytoskeleton","26/3909","66/18986",0.393939393939394,1.91336232625565,3.78473228114379,0.000362631378945716,0.0130094007196776,0.0112368012818047,"ABHD17A/ABHD17C/AURKA/CCDC14/CEP131/CEP192/CEP350/CEP72/CEP83/DCTN2/DISC1/DVL1/FAM83D/FAM83H/GAS2L1/KIF20B/MAP1A/MAPRE3/MID1/NUMA1/NUP62/PIBF1/PPP1R9B/RAB11FIP3/SNX10/SPAG5",26
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","26/3909","66/18986",0.393939393939394,1.91336232625565,3.78473228114379,0.000362631378945716,0.0130094007196776,0.0112368012818047,"BAG6/BAX/BBC3/BCL2/BCL2L11/BOK/BRSK2/CASP4/DAB2IP/DDIT3/EIF2AK3/ERO1A/HERPUD1/HSPA1A/ITPR1/LRRK2/MAP3K5/NCK1/PML/PPP1R15A/PTPN1/PTPN2/SELENOS/TMBIM6/TRAF2/XBP1",26
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","20/3909","46/18986",0.434782608695652,2.1117376844962,3.84389861341512,0.000373313920750832,0.0132821362569231,0.0114723751641496,"ABCA7/ALOX5/ATF6B/CLU/DDRGK1/DNAJB9/HERPUD1/HSPA1A/LRRK2/NCK1/NR1H2/PPP1R15A/PTPN1/SELENOS/SGTA/TMBIM6/UBXN1/UFL1/USP25/XBP1",20
"GO:0007266","GO:0007266","Rho protein signal transduction","46/3909","139/18986",0.330935251798561,1.6073514174079,3.65937572460185,0.000374440965114398,0.0132821362569231,0.0114723751641496,"APOE/ARHGAP1/ARHGAP4/ARHGDIA/ARHGEF1/ARHGEF3/ARHGEF7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDC42SE2/CSNK1A1/CUL3/DOCK10/DOCK11/DOCK8/DOCK9/EPS8L1/EPS8L2/ERBB2/F2RL1/FLCN/FLOT1/ITGA3/KANK2/KCTD13/LIMK1/LRRK2/NET1/NGFR/NTN1/PDPN/PLEKHG5/PLEKHG7/RALBP1/RASIP1/RIPOR1/RIPOR2/RTKN/SEMA4D/STMN1/TAGAP/TAX1BP3/TEK",46
